DOEID,EUI,GNDHDD65,HDD30YR,HDD65,TOTSQFT_EN,HDD50,CDD65,CDD30YR,CDD80,TEMPGONEAC,TEMPHOMEAC,TEMPNITEAC,EQUIPAGE,AGECENAC,WHEATAGE,NOACDAYS,AGECDRYER,AGERFRI1,NOHEATDAYS,AGECWASH,AGERFRI2,AGEDW,HHAGE,DBT99,AGEFRZR,AMTMICRO,TYPERFR2,WINDOWS,OUTGRILLFUEL,STORIES,LGTIN4,GWT,WWACAGE,COOKTUSE,TYPERFR1,TEMPGONE,OA_LAT,TEMPNITE,SEPCOOKTUSE,DBT1,SMARTMETER,DRYRUSE,WASHLOAD,INTDATA,INTDATAACC,TEMPHOME,USEMOISTURE,OVENUSE,ESWIN,USENOTMOIST,DWASHUSE,ESLIGHT,ESFRIG,ESWATER,DIVISION,ESCWASH,ESDRYER,SEPOVENUSE,STOVENFUEL,MONTUB,ESDISHW,IECC_CLIMATE_PUB,AUDIT,EQUIPAUXTYPE,OVENFUEL,LOCRFRI2,SIZFREEZ,SIZRFRI2,TOTROOMS,DRYRFUEL,MONEYPY,YEARMADERANGE,AUDITCHG,DWCYCLE,TVTYPE2,STOVEFUEL,USEWWAC,NUMCFAN,ROOFTYPE,TVONWE2,USECENAC,SIZEOFGARAGE,MONPOOL,ATHOME,FUELAUX,TVONWD2,SMARTTHERM,ESFREEZE,TVSIZE2,FREEAUDIT,LGTINLED,UPRTFRZR,NUMBERAC,RECYCAPP,TAXCREDITAPP,OTHROOMS,FUELH2O,EELIGHTS,REBATEAPP,FUELTUB,EQUIPM,CLIMATE_REGION_PUB,OCCUPYYRANGE,BENOTHER,LGTINCAN,WALLTYPE,FUELHEAT,TVCOLOR,NHSLDMEM,BASEHEAT,RNSETEMP,BASEFIN,LGTINCFL,WASHTEMP,TVTYPE1,CABLESAT,THERMAINAC,PERIODNG,BASECOOL,PROTHERMAC,NUMSMPHONE,WHEATSIZ,LGTOUTNUM,COMBODVR,TVONWE1,TVONWD1,NUMTABLET,LGTINNUM,COOLTYPE,NUMFLOORFAN,NUMLAPTOP,FUELH2O2,NUMMEAL,HOUSEHOLDER_RACE,EDUCATION,ATTICFIN,EQUIPMUSE,H2OHEATAPT,PLAYSTA,DVD,PERIODEL,BEDROOMS,SWAMPCOL,GARGHEAT,NUMCHILD,ZCENACHP,ATTCHEAT,REGIONC,ATTCCOOL,ZATTICFIN,ZATTCHEAT,GARGCOOL,ZSWAMPCOL,ZATTCCOOL,ZGARGCOOL,ZLOCRFRI2,TVSIZE1,ZAGERFRI2,ZBASEFIN,ZBASEHEAT,ZGARGHEAT,CENACHP,ZSIZEOFGARAGE,ZSIZRFRI2,ZBASECOOL,ZAGEFRZR,ZUPRTFRZR,ZSIZFREEZ,INTSTREAM,TOPFRONT,ZDWCYCLE,PRKGPLC1,ATTIC,ZTYPERFR2,ZUSEMOISTURE,WINFRAME,ZAGECENAC,CELLAR,LGTOUTCNTL,ZTVTYPE2,ZOUTGRILLFUEL,ZPROTHERMAC,ZWWACAGE,SCALEE,ZUSECENAC,NUMADULT,ZTHERMAINAC,NUMATTICFAN,ZUSEWWAC,FUELPOOL,ZNUMBERAC,DOOR1SUM,ZAGEDW,ZDWASHUSE,SCALEB,TYPEHUQ,ZTVONWD2,ZTVONWE2,ZTVSIZE2,ZSEPCOOKTUSE,NUMWHOLEFAN,NCOMBATH,ZSTOVEFUEL,CELLPHONE,NUMFRIG,ZUSENOTMOIST,OUTLET,INWIRELESS,DRAFTY,ZSEPOVENUSE,PROTHERM,ZOVENFUEL,PAYHELP,TVAUDIOSYS,DESKTOP,ADQINSUL,ELPERIPH,ZPAYHELP,SCALEG,POOL,VCR,ZTEMPGONEAC,SIZRFRI1,ZSTOVENFUEL,ZOVENUSE,ZCOOKTUSE,SWIMPOOL,ZTEMPNITEAC,DUALOVENFUEL,ZLGTOUTCNTL,EMPLOYHH,ZSTORIES,ZNUMWHOLEFAN,ZCELLAR,ZATTIC,ZPRKGPLC1,ZNUMATTICFAN,ZTEMPHOMEAC,UATYP10,ENERGYASST15,ZMONTUB,STUDIO,ENERGYASST14,SOLAR,ZH2OHEATAPT,NGPAY,ZLGTOUTNUM,HIGHCEIL,ZCOOLTYPE,ZWHEATSIZ,ENERGYASST13,ZSTUDIO,BACKUP,ZSWIMPOOL,ZAGECDRYER,ELPAY,ENERGYASST12,ZMONPOOL,ZPOOL,ZWASHTEMP,ZRNSETEMP,ZDRYRFUEL,ZDRYRUSE,ZFUELTUB,ENERGYASST11,NUMFREEZ,MORETHAN1H2O,SEPDVR,ZAGECWASH,ZROOFTYPE,NHAFBATH,ZINWIRELESS,OVEN,ZWASHLOAD,ZTOPFRONT,ICE,ENERGYASSTOTH,ELFOOD,ZMORETHAN1H2O,HHSEX,UGCOOK,LGTINCNTL,ZENERGYASST11,ZENERGYASST12,ZENERGYASST13,ZENERGYASST14,ZENERGYASST15,ZENERGYASSTOTH,ZBACKUP,TYPEGLASS,ZPROTHERM,ZOUTLET,UGOTH,TOAST,COFFEE,NOHEATHELP,BLENDER,MOISTURE,ZNOACDAYS,CROCKPOT,NOACHELP,ELWARM,OUTGRILL,ZFUELH2O2,ZTOTSQFT_EN,ZNOACHELP,TOASTOVN,ZNOHEATDAYS,ZTVTYPE1,KOWNRENT,ZNOHEATHELP,STOVE,STOVEN,ELWATER,METROMICRO,DISHWASH,UGWATER,NOTMOIST,ZFUELPOOL,RICECOOK,FOODPROC,MICRO,ZNGAMOUNT,APPOTHER,ZWHEATAGE,ZSEPDVR,SDESCENT,RECBATH,ZAMTMICRO,ZTVONWD1,ZCOMBODVR,ZPLAYSTA,ZTVONWE1,AIRCOND,ELCOOL,ZINTSTREAM,ZCABLESAT,ZMONEYPY,ZEQUIPAGE,ZVCR,ZDVD,ZYEARMADERANGE,DUALCOOKTFUEL,ZTVAUDIOSYS,ZHIGHCEIL,ZTVSIZE1,DRYER,ZFUELH2O,ZTEMPGONE,ZELAMOUNT,ZWINFRAME,CWASHER,INTERNET,ENERGYASST,ZHOUSEHOLDER_RACE,THERMAIN,ZAGERFRI1
15137,46.07663508,889.42,1971,1567,1562,319,3266,2438,393,80,75,72,3,-2,2,-2,41,42,-2,41,-2,-2,56,27.8,2,8,-2,42,23,10,4,67.16,1,2,21,68,14.286,65,-2,95.3,-9,4,4,-9,-9,80,-2,0,0,-2,-2,1,0,0,7,0,0,-2,1,-2,-2,1,0,1,-2,-2,1,-2,5,5,3,1,-2,-2,-2,-2,1,6,5,-2,-2,-2,-2,1,5,-2,-2,1,-2,-2,0,2,3,-2,-2,2,1,-2,-2,-2,21,3,8,-2,4,3,1,1,1,-2,3,-2,2,2,1,0,-2,5,-2,-2,1,2,1,0,3,3,0,1,2,0,1,-2,4,1,5,0,4,-2,0,1,5,3,0,-2,0,-2,0,3,0,0,0,-2,0,0,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,1,1,-2,0,1,-2,-2,2,-2,0,1,-2,0,-2,0,0,-2,1,-2,0,0,-2,0,0,-2,-2,0,2,-2,-2,-2,-2,0,1,-2,0,1,-2,1,1,3,-2,-2,-2,-2,0,0,2,2,-2,0,-2,0,0,3,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,0,3,-2,-2,-2,-2,0,-2,1,0,0,0,0,-2,-2,0,0,0,2,-2,-2,-2,0,0,0,0,-2,-2,1,0,0,0,0,0,0,0,0,0,1,-2,0,0,2,1,0,-2,-2,-2,-2,-2,-2,0,1,-2,0,0,0,1,-2,0,0,-2,0,-2,1,1,-2,1,-2,0,-2,0,2,-2,0,1,0,2,0,1,0,-2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,-2,0,0,0,1,0,1,1,0,1,1,0,0,0,0
15156,25.30995312,5471.6,5292,5680,2965,2470,742,899,4,78,74,74,3,3,3,-2,42,2,-2,3,-2,2,54,15.5,41,8,-2,42,2,20,8,50.01,-2,6,23,60,4.549,65,-2,88.4,-9,3,4,-9,-9,69,4,4,1,5,2,1,1,0,2,0,0,-2,1,-2,1,8,0,3,-2,-2,3,-2,7,5,3,4,-2,1,-2,-2,-2,6,5,-2,3,2,-2,1,1,-2,0,0,-2,0,4,1,-2,1,0,4,1,0,0,-2,3,1,6,0,4,3,1,1,4,1,3,1,2,2,1,2,1,1,0,1,4,3,1,0,3,3,1,2,1,0,4,-2,2,1,3,0,3,-2,1,2,1,3,-2,0,1,0,0,1,0,0,0,0,-2,0,0,-2,3,-2,0,0,0,0,0,-2,0,0,0,0,1,1,0,1,1,-2,0,3,0,1,1,-2,0,0,-2,0,0,3,0,0,-2,-2,-2,0,0,0,0,2,-2,-2,-2,-2,0,2,-2,0,1,0,1,1,4,-2,1,-2,-2,1,0,2,1,-2,0,-2,0,0,4,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,1,0,1,0,0,-2,-2,0,0,0,1,-2,-2,-2,0,0,0,0,-2,-2,1,0,0,0,0,1,0,0,0,0,1,-2,0,0,2,1,1,-2,-2,-2,-2,-2,-2,0,2,0,0,0,1,1,-2,0,1,-2,0,-2,0,1,-2,1,-2,1,-2,0,1,-2,0,1,0,1,1,1,1,-2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,0,0,0,1,0,0,0,0,1,1,0,0,1,0
15171,42.69506235,5385.86,6368,5842,2967,2910,1020,872,42,70,70,68,42,-2,3,-2,42,41,-2,42,-2,5,66,1.3,-2,35,-2,41,23,20,4,50.24,5,0,22,68,4.777,69,-2,90.2,0,5,3,-2,-2,70,-2,0,1,-2,0,0,1,1,3,0,0,-2,5,-2,0,8,0,1,-2,-2,-2,-2,7,1,1,1,-2,-2,1,-2,2,2,5,1,-2,-2,-2,5,5,1,0,-2,1,-8,0,-2,1,-8,-8,4,5,-8,-8,-2,3,1,5,-8,2,2,1,2,1,1,3,1,4,2,1,0,-2,1,0,-2,0,1,1,0,3,4,0,2,2,3,0,-2,2,7,3,0,1,-2,0,2,1,3,-2,-2,0,-2,0,2,0,0,0,-2,-2,0,-2,-2,1,-2,0,0,-2,-2,-2,-2,0,-2,-2,-2,0,1,-2,0,1,-2,-2,2,-2,1,1,0,0,-2,0,3,-2,1,-2,0,0,-2,0,0,0,0,0,2,0,0,0,-2,0,1,-2,0,1,-2,0,-2,3,-2,1,-2,0,1,0,2,0,0,0,-2,0,0,3,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,1,0,1,0,0,-2,-2,0,0,0,1,-2,-2,-2,0,0,0,0,-2,-2,0,0,0,0,0,0,-2,0,0,0,0,-2,0,0,1,0,1,-2,-2,-2,-2,-2,-2,0,2,0,0,1,0,1,-2,0,0,-2,1,-2,1,1,-2,0,-2,1,-2,0,1,-2,0,1,1,1,1,0,0,-2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,0,0,0,1,0,0,0,0,1,0,0,0,1,0
15173,40.70378792,3805.57,4454,3900,1589,1195,1340,1223,60,70,70,65,3,3,3,-2,-2,3,-2,2,-2,2,55,21.6,-2,14,-2,30,2,20,10,56.06,2,12,23,65,0,60,-2,92.9,0,-2,4,-2,-2,65,6,1,0,-2,6,0,0,0,9,0,-2,-2,5,-2,0,4,0,3,-2,-2,-2,-2,5,-2,8,6,-2,2,-2,-2,4,2,9,-2,4,2,-2,3,1,-2,0,-2,-2,0,4,-2,1,0,0,2,1,0,0,-2,3,2,8,0,4,4,1,1,2,-2,3,-2,3,2,3,0,0,1,-2,-2,2,2,2,1,2,2,0,2,3,0,2,-2,2,1,5,-2,1,-2,0,1,1,3,1,0,0,0,-2,4,-2,-2,-2,0,0,-2,0,-2,3,-2,-2,-2,0,0,0,-2,-2,-2,-2,-2,0,2,0,1,0,-2,0,1,0,0,1,-2,0,-2,0,0,0,2,0,0,0,-2,0,3,0,0,0,3,-2,-2,-2,-2,0,2,-2,0,1,-2,0,1,4,-2,0,-2,-2,0,2,2,1,-2,0,-2,0,0,3,0,0,0,0,0,-2,0,2,0,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,1,0,1,0,0,-2,-2,0,0,-2,1,-2,-2,-2,0,0,-2,-2,-2,-2,0,0,0,0,0,1,0,0,0,0,0,-2,1,0,1,0,1,-2,-2,-2,-2,-2,-2,0,2,0,0,0,1,0,-2,0,1,-2,1,-2,0,1,-2,1,-2,0,-2,0,1,-2,0,1,0,1,1,1,0,-2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,1,1,0,0,1,0
15177,49.58780734,5943.66,5890,5598,2372,2587,1036,1131,36,85,78,75,42,5,42,-2,42,41,-2,42,-2,42,59,5.4,41,8,-2,41,2,10,6,48.72,-2,12,21,64,4.468,66,-2,89.5,-9,5,5,-9,-9,66,8,1,0,-2,4,0,0,0,3,0,0,-2,1,-2,0,8,0,1,-2,-2,4,-2,6,1,6,2,-2,1,5,-2,-2,4,5,1,3,-2,-2,5,5,2,0,0,1,0,4,1,-2,0,0,3,1,0,0,-2,3,1,6,0,4,1,1,3,2,1,3,1,2,3,5,0,1,1,1,1,0,3,2,0,3,3,0,2,1,0,1,-2,3,1,2,-2,3,-2,0,3,1,3,-2,-2,0,0,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,0,0,-2,0,-2,-2,0,1,0,0,0,1,0,0,0,-2,0,3,0,1,0,0,0,0,-2,0,0,2,0,1,-2,-2,-2,1,0,0,0,2,0,0,0,-2,0,2,-2,1,1,-2,1,1,3,-2,1,-2,-2,0,2,3,1,-2,0,-2,3,0,4,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,1,0,0,0,0,-2,-2,0,0,0,1,-2,-2,-2,0,0,0,0,-2,-2,1,0,0,0,0,0,0,0,0,0,1,-2,0,0,2,1,1,-2,-2,-2,-2,-2,-2,0,2,0,0,1,1,0,-2,0,1,-2,1,-2,1,1,-2,0,-2,0,-2,0,1,-2,0,1,0,1,1,1,0,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,0,0,0,1,0,0,0,0,1,1,0,0,1,0
15190,37.30823472,6972.16,6156,5096,4090,2005,1243,988,77,78,76,76,2,5,3,-2,41,2,-2,1,41,2,57,14.2,5,23,21,50,2,20,6,45.9,-2,7,23,68,0,66,-2,95.1,1,5,4,1,0,68,-2,3,0,-2,7,1,1,0,8,1,0,-2,5,-2,1,9,0,1,-2,2,3,3,10,5,8,6,-2,2,1,-2,-2,1,5,2,1,3,-2,5,5,2,0,0,1,0,4,2,-2,1,0,4,1,0,0,-2,3,1,7,0,3,4,1,4,4,1,3,1,4,3,1,0,1,1,1,1,4,3,2,4,3,2,1,3,1,0,4,-2,1,1,4,0,3,-2,1,1,1,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,-2,3,0,1,0,0,0,0,-2,0,0,4,0,0,-2,-2,-2,0,0,0,0,2,0,0,0,-2,0,3,-2,0,2,-2,0,1,3,-2,1,-2,-2,0,1,2,3,-2,0,-2,0,0,4,0,0,0,0,0,-2,0,2,0,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,1,0,1,0,0,-2,-2,0,0,0,1,-2,-2,-2,0,0,0,0,-2,-2,1,0,0,0,0,1,0,0,0,0,1,-2,1,0,1,0,1,-2,-2,-2,-2,-2,-2,0,2,0,0,0,0,1,-2,0,0,-2,1,-2,1,1,-2,1,-2,0,-2,0,1,-2,0,1,0,1,1,1,0,-2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,0,0,0,1,0,0,0,0,1,1,0,0,1,0
15202,105.9354383,3926.78,5119,4669,988,2175,1454,862,0,72,70,70,2,3,1,-2,3,2,-2,3,-2,41,55,16,-2,6,-2,30,2,10,4,54.77,-2,4,21,70,7.069,71,-2,88.3,-9,5,4,-9,-9,72,-2,3,0,-2,0,0,1,1,2,1,1,-2,5,-2,1,6,-9,1,-2,-2,-2,-2,6,1,2,5,-9,-2,2,-2,-2,5,5,3,1,-2,-2,2,5,2,0,-2,3,0,0,-2,-2,0,-9,3,1,0,0,-2,3,4,5,0,2,3,1,4,3,-2,3,-2,4,3,5,2,1,1,-2,1,2,2,1,2,3,3,2,2,1,0,2,-2,2,1,2,0,1,-2,1,2,1,3,-2,-2,0,1,0,1,0,0,0,-2,-2,0,-2,-2,1,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,0,1,-2,0,1,-2,-2,1,0,0,1,0,0,0,-2,0,0,3,0,1,-2,-2,-2,1,0,0,0,2,0,0,0,-2,1,1,-2,1,1,-2,0,1,4,-2,1,-2,-2,0,1,1,2,-2,0,-2,1,0,4,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,1,0,1,0,0,-2,-2,1,0,0,1,-2,-2,-2,0,0,0,0,-2,-2,0,0,0,0,0,1,0,0,0,0,1,-2,1,0,2,0,1,-2,-2,-2,-2,-2,-2,0,2,0,0,1,0,0,-2,1,0,-2,1,-2,1,1,-2,1,-2,1,-2,0,1,-2,0,1,0,1,1,1,0,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,-2,0,0,0,1,1,0,0,0,1,1,0,0,1,0
15213,30.64498076,7324.16,8542,7889,3379,4200,532,525,8,74,72,72,41,41,41,-2,3,41,-2,3,41,41,31,-13.1,2,28,22,41,2,40,14,44.93,-2,4,21,66,0.063,66,-2,90.2,1,5,5,-9,-9,68,7,2,0,6,3,1,0,0,4,0,0,-2,5,-2,1,10,0,1,-2,1,3,3,9,5,6,7,-2,2,2,-2,-2,2,5,3,3,2,-2,2,5,3,0,0,3,0,4,2,-2,0,0,5,1,0,0,-2,3,1,8,0,4,3,1,4,4,1,3,1,3,3,3,0,1,1,1,1,2,2,1,3,5,5,2,3,1,0,1,-2,1,1,3,0,3,-2,1,1,1,4,-2,0,2,1,0,2,0,0,0,0,-2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,-2,0,0,2,0,0,-2,-2,-2,1,0,0,0,2,0,0,0,-2,0,2,-2,0,2,0,1,1,3,-2,1,-2,-2,2,0,2,1,-2,0,-2,1,0,4,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,1,0,1,0,0,-2,-2,0,0,0,1,-2,-2,-2,0,0,0,0,-2,-2,1,0,3,0,0,0,0,0,0,0,1,-2,1,0,1,0,1,-2,-2,-2,-2,-2,-2,0,2,0,0,0,0,1,-2,0,1,-2,0,-2,1,1,-2,1,-2,0,-2,0,1,-2,0,1,0,1,1,1,1,-2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,0,0,0,1,0,0,0,0,1,1,0,0,1,0
15221,62.43348825,5758.65,6365,6016,2128,2755,702,490,34,74,72,72,41,41,41,-2,3,1,-2,3,5,3,71,10.2,-2,10,21,41,2,-2,2,49.22,-2,1,21,64,3.833,67,-2,87.6,0,1,1,-2,-2,67,-2,0,0,-2,0,0,0,0,1,0,0,-2,1,-2,0,8,0,1,-2,2,-2,3,8,5,3,7,-2,-2,3,-2,-2,6,5,4,4,-2,-2,5,5,3,0,-2,3,0,0,-2,-2,0,0,6,5,0,0,-2,3,1,7,0,4,3,1,3,2,-2,1,-2,3,1,1,3,1,1,-2,1,0,2,1,2,4,3,0,2,1,0,2,-2,6,1,1,-2,4,-2,0,0,1,2,-2,-2,0,1,-2,1,-2,-2,-2,-2,-2,-2,-2,0,3,0,-2,-2,-2,0,-2,0,-2,-2,-2,-2,2,1,-2,-2,-2,0,-2,3,0,-2,0,0,0,0,-2,0,0,2,0,-2,-2,-2,-2,1,0,0,0,1,0,0,0,-2,-2,2,-2,2,2,-2,1,1,3,-2,1,-2,-2,2,0,2,1,-2,3,-2,0,0,4,0,0,0,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,0,1,-2,-2,-2,-2,0,-2,1,0,-2,0,0,-2,-2,0,0,0,1,-2,-2,-2,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,2,1,0,-2,-2,-2,-2,-2,-2,0,2,0,0,0,1,1,-2,0,0,-2,0,-2,1,1,-2,1,-2,0,-2,0,1,-2,0,1,1,1,1,0,0,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,0,-2,0,1,0,0,0,0,1,1,0,0,1,0
15223,47.51829322,1936.74,2920,2680,1712,734,1894,1784,180,80,70,60,1,1,3,-2,3,3,-2,3,-2,1,24,25.4,-2,7,-2,30,2,40,10,62.29,-2,7,21,78,8.406,80,-2,91.4,0,3,3,-2,-2,75,-2,1,0,3,1,0,1,0,5,1,1,-2,1,-2,1,3,0,1,-2,-2,-2,-2,6,5,3,6,-2,2,1,-2,-2,6,5,1,2,1,-2,5,5,1,0,-2,3,0,4,-2,-2,0,1,3,1,0,0,-2,3,4,7,0,4,2,1,2,3,-2,2,-2,2,2,1,0,1,1,-2,1,2,2,1,0,3,3,1,2,1,1,2,-2,2,4,4,0,2,-2,0,1,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,-2,3,-2,-2,-2,0,0,0,-2,-2,-2,-2,-2,0,2,0,1,1,-2,-2,2,0,0,1,0,0,0,-2,0,0,3,0,0,-2,-2,-2,1,0,0,0,2,0,0,0,-2,0,2,-2,0,1,0,1,1,3,-2,1,-2,-2,1,1,2,1,-2,0,-2,0,0,3,0,0,0,0,0,-2,0,2,0,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,1,0,1,0,0,-2,-2,0,0,0,1,-2,-2,-2,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,2,1,0,-2,-2,-2,-2,-2,-2,0,1,0,0,0,1,0,-2,1,0,-2,0,-2,1,1,-2,0,-2,0,-2,0,1,-2,0,1,0,1,1,1,1,-2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,0,0,0,1,0,1,0,0,1,1,0,0,1,0
15226,22.21823314,7258.02,7427,6947,4092,3598,643,723,8,75,72,68,41,41,41,-2,2,3,-2,2,3,-2,58,-6.4,5,7,1,60,2,20,2,45.12,-2,5,1,65,1.745,60,-2,87.8,-9,5,5,-9,-9,70,3,2,1,4,-2,0,1,1,4,1,1,-2,1,-2,-2,10,1,1,-2,9,3,4,10,1,2,1,1,-2,1,-2,-2,5,5,1,2,-2,-2,3,5,1,0,0,3,0,0,2,-2,1,0,7,1,0,0,-2,3,1,5,0,3,4,1,2,1,1,3,0,4,3,1,1,1,1,0,1,1,2,2,0,3,2,1,3,1,0,1,1,4,1,3,0,2,-2,0,1,1,3,-2,-2,0,1,0,2,0,0,0,-2,-2,0,-2,0,3,0,0,0,-2,0,-2,0,0,0,0,0,1,1,-2,0,1,0,0,3,0,1,1,0,0,0,-2,0,0,1,0,0,-2,-2,-2,1,-2,-2,0,3,0,0,0,-2,0,2,-2,0,2,0,1,1,4,-2,1,-2,-2,1,0,2,1,-2,0,-2,0,0,4,0,0,0,0,0,-2,0,2,0,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,1,0,0,0,0,-2,-2,0,0,0,1,-2,-2,-2,0,0,0,0,-2,-2,1,1,0,0,0,0,0,0,0,0,0,-2,0,0,1,1,1,-2,-2,-2,-2,-2,-2,0,2,0,0,1,1,1,-2,0,1,-2,0,-2,1,1,0,1,-2,0,-2,0,1,-2,0,2,0,1,0,1,1,-2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,0,0,0,1,0,0,0,0,1,1,0,0,1,0
15232,49.90210106,4617.49,4565,3966,1702,806,496,298,4,70,70,65,41,41,41,-2,3,3,-2,3,3,3,27,27.3,-2,5,22,30,1,10,10,52.35,-2,6,21,65,0.427,65,-2,88,0,2,2,-2,-2,70,-2,4,0,-2,3,1,0,1,10,0,0,-2,1,0,0,7,0,3,-2,2,-2,4,5,1,4,1,-2,1,1,-2,-2,0,5,1,3,1,-2,0,1,1,0,-2,3,0,2,-2,-2,0,0,3,5,0,0,-2,4,5,8,0,0,3,5,2,4,-2,3,-2,4,3,1,1,1,1,-2,1,2,3,2,0,2,2,3,2,1,0,1,5,3,1,3,1,1,-2,0,0,1,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,3,0,-2,-2,0,1,0,0,-2,-2,-2,-2,0,1,0,1,1,0,-2,3,0,0,1,0,0,0,-2,0,0,2,0,0,-2,-2,-2,0,0,0,0,2,0,0,0,-2,0,1,-2,0,2,-2,0,1,3,-2,1,-2,-2,0,1,2,1,-2,0,-2,0,0,4,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,0,1,-2,0,-2,-2,0,-2,1,0,0,0,0,-2,-2,0,0,0,1,-2,-2,-2,0,0,0,0,-2,-2,0,1,0,0,0,1,0,0,0,0,0,-2,0,0,1,1,0,-2,-2,-2,-2,-2,-2,0,2,0,0,1,1,0,-2,0,0,-2,1,-2,1,1,0,1,-2,0,-2,0,1,-2,0,1,1,1,1,0,0,-2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,0,0,0,1,0,0,0,0,1,1,0,0,1,0
15234,24.14633169,412.17,1582,780,1218,15,1761,774,96,-2,-2,-2,5,-2,5,-2,-2,3,-2,-2,-2,-2,35,41.4,-2,5,-2,20,-2,-2,2,67.45,-2,-2,22,75,1.338,65,5,87.6,0,-2,-2,-2,-2,70,-2,-2,-9,-2,-2,-9,-9,-9,10,-2,-2,-2,-2,-2,-2,4,0,3,-2,-2,-2,-2,3,-2,4,6,-2,-2,1,1,-2,0,-2,1,-2,-2,-2,2,1,1,0,-2,2,0,0,-2,-2,0,0,1,1,0,0,-2,3,2,8,0,4,4,1,2,2,-2,-2,-2,2,-2,1,0,-2,1,-2,-2,2,2,-2,1,2,2,1,1,-2,2,2,-2,4,4,4,-2,4,1,0,1,1,2,0,-2,0,-2,-2,4,-2,-2,-2,-2,0,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,0,-2,-2,-2,0,-2,2,-2,-2,-2,-2,-2,0,-2,-2,0,5,0,0,0,0,-2,2,0,0,1,-2,-2,1,3,-2,0,-2,-2,0,0,2,0,-2,0,-2,0,-2,3,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,0,-2,-2,0,1,-2,0,-2,1,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,0,0,0,-2,-2,0,-2,0,0,1,1,0,-2,-2,-2,-2,-2,-2,-2,2,0,-2,0,1,1,-2,0,0,-2,0,-2,0,0,-2,1,-2,0,-2,0,1,-2,1,0,0,1,0,1,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,1,0,0,1,0
